ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	VALUE	MORPHEMES	NOTE	DESEGMENTED
3152	d !i/e ⁴⁵ + s ɨ ⁴⁵	305	1498 3618	toad	SouthernSgaw	di⁴⁵’sɨ⁴⁵’	d e ⁴⁵ + s ɨ ⁴⁵	di⁴⁵’sɨ⁴⁵’	frog toad		d e ⁴⁵ + s ɨ ⁴⁵
3409	!d/ɗ i ³³ + θ u ³³	305	1498 3618	toad	WesternBwe	di³³θu³³	ɗ i ³³ + θ u ³³	di³³θu³³	frog toad		ɗ i ³³ + θ u ³³
314	r ɔ ᴬ/⁵⁵	306	3640	tomorrow	ProtoKaren	*~rɔᴬ	r ɔ ⁵⁵	*~rɔᴬ	tomorrow		r ɔ ⁵⁵
814	p a ⁵⁵ + r o ¹¹	306	3639 3640	tomorrow	Kayah	pa⁵⁵ro¹¹	p a ⁵⁵ + r o ¹¹	pa⁵⁵ro¹¹	/pa tomorrow		p a ⁵⁵ + r o ¹¹
1421	m !ə/ɨ ¹¹ + r o ³³	306	3375 3640	tomorrow	Kayaw	mə¹¹ro³³	m ɨ ¹¹ + r o ³³	mə¹¹ro³³	sun tomorrow		m ɨ ¹¹ + r o ³³
1701	m ɨ ⁵³ + r au ³³	306	3375 3640	tomorrow	NorthernPao	mɨ⁵³rau³³	m ɨ ⁵³ + r au ³³	mɨ⁵³rau³³	sun tomorrow		m ɨ ⁵³ + r au ³³
1981	kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵	306	3642 3643	tomorrow	NorthernPwo	khɛ¹¹ɣɔ⁵⁵	kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵	khɛ¹¹ɣɔ⁵⁵	/khE tomorrow		kʰ ɛ ¹¹ + ɣ ɔ ⁵⁵
2290	l ə.ʔ ⁴⁵ + ɣ ɔ ³³	306	3644 3643	tomorrow	NorthernSgaw	ləɁ⁴⁵ɣɔ³³	l ə ʔ ⁴⁵ + ɣ ɔ ³³	ləɁ⁴⁵ɣɔ³³	/le tomorrow		l ə.ʔ ⁴⁵ + ɣ ɔ ³³
2558	m ɨ ⁵⁵ + r au ⁵³	306	3375 3640	tomorrow	SouthernPao	mɨ⁵⁵rau⁵³	m ɨ ⁵⁵ + r au ⁵³	mɨ⁵⁵rau⁵³	sun tomorrow		m ɨ ⁵⁵ + r au ⁵³
3153	ɣ ɔ ³³	306	3643	tomorrow	SouthernSgaw	ɣɔ³³	ɣ ɔ ³³	ɣɔ³³	tomorrow		ɣ ɔ ³³
315	b.l e ᴬ/⁵⁵	307	3654	tongue	ProtoKaren	*bleᴬ	b l e ⁵⁵	*bleᴬ			b.l e ⁵⁵
815	p.l i ¹¹	307	3654	tongue	Kayah	pli¹¹	p l i ¹¹	pli¹¹			p.l i ¹¹
1111	p.l ai ³³	307	3654	tongue	Kayan	plai³³	p l ai ³³	plai³³			p.l ai ³³
1422	p.l i ³³	307	3654	tongue	Kayaw	pli³³	p l i ³³	pli³³			p.l i ³³
1702	pʰ.l e ³³	307	3654	tongue	NorthernPao	phle³³	pʰ l e ³³	phle³³			pʰ.l e ³³
1982	p/pʰ.l i ⁵⁵	307	3654	tongue	NorthernPwo	pli⁵⁵	pʰ l i ⁵⁵	pli⁵⁵			pʰ.l i ⁵⁵
2291	p.l e ³³	307	3654	tongue	NorthernSgaw	ple³³	p l e ³³	ple³³			p.l e ³³
2559	p.l e ⁵³	307	3654	tongue	SouthernPao	ple⁵³	p l e ⁵³	ple⁵³			p.l e ⁵³
2856	pʰ.l i ɦ.³¹	307	3654	tongue	SouthernPwo	phli³¹̈	pʰ l i ɦ ³¹	phli³¹ ̈			pʰ.l i ɦ.³¹
3154	p.l e ³³	307	3654	tongue	SouthernSgaw	ple³³	p l e ³³	ple³³			p.l e ³³
3410	b.l i ¹¹	307	3654	tongue	WesternBwe	-_bli¹¹	b l i ¹¹	- bli¹¹			b.l i ¹¹
316	d ɛ.ʔ/ʔ̚ ᴰ/⁵¹	308	3667	torn	ProtoKaren	*dɛɁᴰ	d ɛ ʔ̚ ⁵¹	*dɛɁᴰ/*dwɛɁᴰ			d ɛ.ʔ̚ ⁵¹
317	d.w ɛ.ʔ/ʔ̚ ᴰ/⁵¹	308	16	torn	ProtoKaren	*dwɛɁᴰ	d w ɛ ʔ̚ ⁵¹	*dɛɁᴰ/*dwɛɁᴰ			d.w ɛ.ʔ̚ ⁵¹
816	t ɨ ³³	308	3667	torn	Kayah	tɨ³³	t ɨ ³³	tɨ³³			t ɨ ³³
1112	t u.ʔ ²¹	308	3667	torn	Kayan	tuɁ²¹	t u ʔ ²¹	tuɁ²¹			t u.ʔ ²¹
1423	t u ³³	308	3667	torn	Kayaw	tu³³	t u ³³	tu³³			t u ³³
1703	tʰ ɛ.ʔ ⁴⁵	308	3667	torn	NorthernPao	thɛɁ⁴⁵	tʰ ɛ ʔ ⁴⁵	thɛɁ⁴⁵			tʰ ɛ.ʔ ⁴⁵
1983	tʰ e.ʔ ²¹	308	3667	torn	NorthernPwo	theɁ²¹	tʰ e ʔ ²¹	theɁ²¹			tʰ e.ʔ ²¹
2292	t ɛ.ʔ ²¹	308	3667	torn	NorthernSgaw	tɛɁ²¹	t ɛ ʔ ²¹	tɛɁ²¹			t ɛ.ʔ ²¹
2560	t ɛ.ʔ ⁴⁵	308	3667	torn	SouthernPao	tɛɁ⁴⁵	t ɛ ʔ ⁴⁵	tɛɁ⁴⁵			t ɛ.ʔ ⁴⁵
2857	tʰ e.ʔ ⁴⁵	308	3667	torn	SouthernPwo	theɁ⁴⁵	tʰ e ʔ ⁴⁵	theɁ⁴⁵			tʰ e.ʔ ⁴⁵
3155	t ɛ Ø/ɦ.¹¹	308	3667	torn	SouthernSgaw	tɛ¹¹̈	t ɛ ɦ ¹¹	tɛ¹¹ ̈			t ɛ ɦ.¹¹
3411	!tʰ/d ɛ ³³	308	3667	torn	WesternBwe	thɛ³³	d ɛ ³³	thɛ³³			d ɛ ³³
318	!k/kʰ.l i.ʔ/ʔ̚ ᴰ/⁵¹	309	3680	tortoise	ProtoKaren	*kliɁᴰ	kʰ l i ʔ̚ ⁵¹	*kliɁᴰ			kʰ.l i.ʔ̚ ⁵¹
817	kʰ.l i ⁵⁵	309	3680	tortoise	Kayah	khli⁵⁵	kʰ l i ⁵⁵	khli⁵⁵			kʰ.l i ⁵⁵
1113	kʰ.l ɨ.ʔ ⁴⁵	309	3680	tortoise	Kayan	khlɨɁ⁴⁵	kʰ l ɨ ʔ ⁴⁵	khlɨɁ⁴⁵			kʰ.l ɨ.ʔ ⁴⁵
1424	kʰ.l i ³³	309	3680	tortoise	Kayaw	khli³³	kʰ l i ³³	khli³³			kʰ.l i ³³
1704	!k/kʰ.l e.ʔ ²¹	309	3680	tortoise	NorthernPao	kleɁ²¹	kʰ l e ʔ ²¹	kleɁ²¹			kʰ.l e.ʔ ²¹
1984	kʰ.l ai.ʔ ⁴⁵	309	3680	tortoise	NorthernPwo	khlaiɁ⁴⁵	kʰ l ai ʔ ⁴⁵	khlaiɁ⁴⁵			kʰ.l ai.ʔ ⁴⁵
2293	kʰ.l i.ʔ ⁴⁵	309	3680	tortoise	NorthernSgaw	khliɁ⁴⁵	kʰ l i ʔ ⁴⁵	khliɁ⁴⁵			kʰ.l i.ʔ ⁴⁵
2561	!k/kʰ.l i.ʔ ²¹	309	3680	tortoise	SouthernPao	kliɁ²¹	kʰ l i ʔ ²¹	kliɁ²¹			kʰ.l i.ʔ ²¹
2858	kʰ.l ai.ʔ ³¹	309	3680	tortoise	SouthernPwo	khlaiɁ³¹	kʰ l ai ʔ ³¹	khlaiɁ³¹			kʰ.l ai.ʔ ³¹
3156	kʰ.l ai.ʔ ²¹	309	3680	tortoise	SouthernSgaw	khlaiɁ²¹	kʰ l ai ʔ ²¹	khlaiɁ²¹			kʰ.l ai.ʔ ²¹
3412	kʰ.l i ³³	309	3680	tortoise	WesternBwe	khli³³	kʰ l i ³³	khli³³			kʰ.l i ³³
319	j a.m ᴮ/¹¹	310	3693	tread	ProtoKaren	*jamᴮ	j a m ¹¹	*jamᴮ	tread		j a.m ¹¹
818	j !i/e ¹¹	310	3693	tread	Kayah	ji¹¹	j e ¹¹	ji¹¹	tread		j e ¹¹
1114	ɟ a.ŋ ¹¹	310	3693	tread	Kayan	Ɉaŋ¹¹	ɟ a ŋ ¹¹	Ɉaŋ¹¹	tread		ɟ a.ŋ ¹¹
1705	j a.m ⁵³	310	3693	tread	NorthernPao	jam⁵³	j a m ⁵³	jam⁵³	tread		j a.m ⁵³
1985	j !ãi/ã Ø/ɦ.¹¹	310	3693	tread	NorthernPwo	jãi¹¹̈	j ã ɦ ¹¹	jãi¹¹ ̈	tread		j ã ɦ.¹¹
2294	j !ɔ/ɔ̃ Ø/ɦ.¹¹	310	3693	tread	NorthernSgaw	jɔ¹¹̈	j ɔ̃ ɦ ¹¹	jɔ¹¹ ̈	tread		j ɔ̃ ɦ.¹¹
2562	j a.m ⁵⁵	310	3693	tread	SouthernPao	jam⁵⁵	j a m ⁵⁵	jam⁵⁵	tread		j a.m ⁵⁵
2859	j !ãi/ɔ̃ ³³	310	3693	tread	SouthernPwo	jãi³³	j ɔ̃ ³³	jãi³³	tread		j ɔ̃ ³³
3157	j ɔ ³¹	310	3693	tread	SouthernSgaw	jɔ³¹	j ɔ ³¹	jɔ³¹	tread		j ɔ ³¹
3413	j !a/ɛ ³³	310	3693	tread	WesternBwe	ja³³	j ɛ ³³	ja³³	tread		j ɛ ³³
320	m ə.ŋ ᴮ/¹¹	311	3704	trunk (of a tree), firewood	ProtoKaren	*məŋᴮ	m ə ŋ ¹¹	*məŋᴮ	firewood		m ə.ŋ ¹¹
819	m ɔ ¹¹	311	3704	trunk (of a tree), firewood	Kayah	mɔ¹¹	m ɔ ¹¹	mɔ¹¹	firewood		m ɔ ¹¹
1115	m ə ¹¹	311	3704	trunk (of a tree), firewood	Kayan	mə¹¹	m ə ¹¹	mə¹¹	firewood		m ə ¹¹
1425	m ə ¹¹	311	3704	trunk (of a tree), firewood	Kayaw	mə¹¹	m ə ¹¹	mə¹¹	firewood		m ə ¹¹
1706	m ɨ.ŋ ⁵³	311	3704	trunk (of a tree), firewood	NorthernPao	mɨŋ⁵³	m ɨ ŋ ⁵³	mɨŋ⁵³	firewood		m ɨ.ŋ ⁵³
1986	m ɑ̃ ɦ.¹¹	311	3704	trunk (of a tree), firewood	NorthernPwo	mɑ̃¹¹̈	m ɑ̃ ɦ ¹¹	mɑ̃¹¹ ̈	firewood		m ɑ̃ ɦ.¹¹
2295	m ɨ ɦ.¹¹	311	3704	trunk (of a tree), firewood	NorthernSgaw	mɨ¹¹̈	m ɨ ɦ ¹¹	mɨ¹¹ ̈	firewood		m ɨ ɦ.¹¹
2563	m ə.ŋ ⁵⁵	311	3704	trunk (of a tree), firewood	SouthernPao	məŋ⁵⁵	m ə ŋ ⁵⁵	məŋ⁵⁵	firewood		m ə.ŋ ⁵⁵
321	k Ø/ə Ø/⁰ + m.l ɔ.ɴ ᴬ/⁵⁵	312	3714 3713	trunk (of an elephant)	ProtoKaren	*k-mlɔNᴬ	k ə ⁰ + m l ɔ ɴ ⁵⁵	*k-mlɔNᴬ			k ə ⁰ + m.l ɔ.ɴ ⁵⁵
820	m o ¹¹	312	3713	trunk (of an elephant)	Kayah	mo¹¹	m o ¹¹	mo¹¹			m o ¹¹
1116	m ɔ ³³	312	3713	trunk (of an elephant)	Kayan	mɔ³³	m ɔ ³³	mɔ³³			m ɔ ³³
1987	m.l ɔ̃ ⁵⁵	312	3713	trunk (of an elephant)	NorthernPwo	mlɔ̃⁵⁵	m l ɔ̃ ⁵⁵	mlɔ̃⁵⁵			m.l ɔ̃ ⁵⁵
2296	k ə ¹¹ + m.l ɔ ³³	312	3714 3713	trunk (of an elephant)	NorthernSgaw	kə¹¹mlɔ³³	k ə ¹¹ + m l ɔ ³³	kə¹¹mlɔ³³			k ə ¹¹ + m.l ɔ ³³
2564	m ɔ ⁵³	312	3713	trunk (of an elephant)	SouthernPao	mɔ⁵³	m ɔ ⁵³	mɔ⁵³			m ɔ ⁵³
2860	m.l õ ɦ.³¹	312	3713	trunk (of an elephant)	SouthernPwo	mlõ³¹̈	m l õ ɦ ³¹	mlõ³¹ ̈			m.l õ ɦ.³¹
3158	m.l u ³³	312	3713	trunk (of an elephant)	SouthernSgaw	mlu³³	m l u ³³	mlu³³			m.l u ³³
3414	b.l ɔ ¹¹	312	3713	trunk (of an elephant)	WesternBwe	-blɔ¹¹	b l ɔ ¹¹	-blɔ¹¹			b.l ɔ ¹¹
322	!k/kʰ Ø/ə Ø/⁰ + hn/n̥ ei ᴬ/⁵⁵	313	3727 3726	two	ProtoKaren	*k-hnejᴬ	kʰ ə ⁰ + n̥ ei ⁵⁵	*k-hnejᴬ		! needs revision	kʰ ə ⁰ + n̥ ei ⁵⁵
821	n ə ³³	313	3726	two	Kayah	nə³³	n ə ³³	nə³³			n ə ³³
1117	ŋ ɨ ⁵³	313	3726	two	Kayan	ŋɨ⁵³	ŋ ɨ ⁵³	ŋɨ⁵³			ŋ ɨ ⁵³
1426	!k/kʰ i ⁵⁵	313	3727	two	Kayaw	ki⁵⁵	kʰ i ⁵⁵	ki⁵⁵			kʰ i ⁵⁵
1707	n i ɦ.³¹	313	3726	two	NorthernPao	ni³¹̈	n i ɦ ³¹	ni³¹ ̈			n i ɦ.³¹
1988	kʰ ei ³⁵	313	3727	two	NorthernPwo	khei³⁵	kʰ ei ³⁵	khei³⁵			kʰ ei ³⁵
2297	kʰ i ³³	313	3727	two	NorthernSgaw	khi³³	kʰ i ³³	khi³³			kʰ i ³³
2565	n i ɦ.³¹	313	3726	two	SouthernPao	ni³¹̈	n i ɦ ³¹	ni³¹ ̈			n i ɦ.³¹
2861	n ei ⁵³	313	3726	two	SouthernPwo	nei⁵³	n ei ⁵³	nei⁵³			n ei ⁵³
3159	kʰ i ⁵⁵	313	3727	two	SouthernSgaw	khi⁵⁵	kʰ i ⁵⁵	khi⁵⁵			kʰ i ⁵⁵
3415	!k/kʰ i ⁵⁵	313	3727	two	WesternBwe	ki⁵⁵	kʰ i ⁵⁵	ki⁵⁵			kʰ i ⁵⁵
323	cʰ ei ᴮ/¹¹	314	3740	urine	ProtoKaren	*chejᴮ	cʰ ei ¹¹	*chejᴮ			cʰ ei ¹¹
822	cʰ ə ¹¹	314	3740	urine	Kayah	chə¹¹	cʰ ə ¹¹	chə¹¹			cʰ ə ¹¹
1427	cʰ i ¹¹	314	3740	urine	Kayaw	chi¹¹	cʰ i ¹¹	chi¹¹			cʰ i ¹¹
1708	ɕ i ⁵⁵	314	3740	urine	NorthernPao	ɕi⁵⁵	ɕ i ⁵⁵	ɕi⁵⁵			ɕ i ⁵⁵
1989	cʰ ei ³³	314	3740	urine	NorthernPwo	chei³³	cʰ ei ³³	chei³³			cʰ ei ³³
2298	cʰ ĩ/i ³¹	314	3740	urine	NorthernSgaw	chi³¹῀	cʰ i ³¹	chi³¹῀			cʰ i ³¹
2566	ɕ i ³³	314	3740	urine	SouthernPao	ɕi³³	ɕ i ³³	ɕi³³			ɕ i ³³
2862	cʰ ei ⁵⁵	314	3740	urine	SouthernPwo	chei⁵⁵	cʰ ei ⁵⁵	chei⁵⁵			cʰ ei ⁵⁵
3160	cʰ i ⁴⁵	314	3740	urine	SouthernSgaw	chi⁴⁵’	cʰ i ⁴⁵	chi⁴⁵’			cʰ i ⁴⁵
3416	ʃ i ³³	314	3740	urine	WesternBwe	ʃi³³	ʃ i ³³	ʃi³³			ʃ i ³³
324	l i.n ᴮ/¹¹	315	3752	vagina	ProtoKaren	*linᴮ	l i n ¹¹	*linᴮ			l i.n ¹¹
823	l i ¹¹	315	3752	vagina	Kayah	li¹¹	l i ¹¹	li¹¹			l i ¹¹
1428	l i ¹¹	315	3752	vagina	Kayaw	li¹¹	l i ¹¹	li¹¹			l i ¹¹
1709	l i.n ⁵³	315	3752	vagina	NorthernPao	lin⁵³	l i n ⁵³	lin⁵³			l i.n ⁵³
1990	l ãi !Ø/ɦ.¹¹	315	3752	vagina	NorthernPwo	lãi¹¹	l ãi ɦ ¹¹	lãi¹¹			l ãi ɦ.¹¹
2299	l i ɦ.¹¹	315	3752	vagina	NorthernSgaw	li¹¹̈	l i ɦ ¹¹	li¹¹ ̈			l i ɦ.¹¹
2567	l i.m ⁵⁵	315	3752	vagina	SouthernPao	lim⁵⁵	l i m ⁵⁵	lim⁵⁵~lin⁵⁵			l i.m ⁵⁵
2863	l ɛĩ ³³	315	3752	vagina	SouthernPwo	lɛĩ_³³	l ɛĩ ³³	lɛĩ ³³			l ɛĩ ³³
3161	l i ³¹	315	3752	vagina	SouthernSgaw	li³¹	l i ³¹	li³¹			l i ³¹
325	p.r ɔ.ʔ/ʔ̚ ᴰ/⁵¹	316	3763	vomit (v.)	ProtoKaren	*prɔɁᴰ	p r ɔ ʔ̚ ⁵¹	*prɔɁᴰ			p.r ɔ.ʔ̚ ⁵¹
824	pʰ.r ɛ ⁵⁵	316	3763	vomit (v.)	Kayah	phrɛ⁵⁵	pʰ r ɛ ⁵⁵	phrɛ⁵⁵			pʰ.r ɛ ⁵⁵
1118	pʰ.r au.ʔ ⁴⁵	316	3763	vomit (v.)	Kayan	phrauɁ⁴⁵	pʰ r au ʔ ⁴⁵	phrauɁ⁴⁵			pʰ.r au.ʔ ⁴⁵
1429	p.r o ³³	316	3763	vomit (v.)	Kayaw	pro³³	p r o ³³	pro³³			p.r o ³³
1710	p.r ɔ.ʔ ²¹	316	3763	vomit (v.)	NorthernPao	prɔɁ²¹	p r ɔ ʔ ²¹	prɔɁ²¹			p.r ɔ.ʔ ²¹
1991	p.j o.ʔ ⁴⁵	316	3763	vomit (v.)	NorthernPwo	pjoɁ⁴⁵	p j o ʔ ⁴⁵	pjoɁ⁴⁵			p.j o.ʔ ⁴⁵
2300	b.ɣ ɔ.ʔ ⁴⁵	316	3763	vomit (v.)	NorthernSgaw	bɣɔɁ⁴⁵	b ɣ ɔ ʔ ⁴⁵	bɣɔɁ⁴⁵			b.ɣ ɔ.ʔ ⁴⁵
2568	p.r ɔ.ʔ ²¹	316	3763	vomit (v.)	SouthernPao	prɔɁ²¹	p r ɔ ʔ ²¹	prɔɁ²¹			p.r ɔ.ʔ ²¹
2864	p.j u.ʔ ²¹	316	3763	vomit (v.)	SouthernPwo	pjuɁ²¹	p j u ʔ ²¹	pjuɁ²¹			p.j u.ʔ ²¹
3162	b.ɣ o.ʔ ²¹	316	3763	vomit (v.)	SouthernSgaw	bɣoɁ²¹	b ɣ o ʔ ²¹	bɣoɁ²¹			b.ɣ o.ʔ ²¹
3417	p ɔ ³³	316	3763	vomit (v.)	WesternBwe	pɔ³³	p ɔ ³³	pɔ³³			p ɔ ³³
326	hl/l̥ a.ŋ ᴬᴮ/¹¹ + k Ø/ə.Ø/ʔ̚ Ø/⁰ + d a.ʔ/ʔ̚ ᴰ/⁵¹	317	3775 3777 3776	vulture	ProtoKaren	*hlaŋᴬᴮ_k-daɁᴰ	l̥ a ŋ ¹¹ + k ə ʔ̚ ⁰ + d a ʔ̚ ⁵¹	*hlaŋᴬ/ᴮ k-daɁᴰ			l̥ a.ŋ ¹¹ + k ə.ʔ̚ ⁰ + d a.ʔ̚ ⁵¹
825	l ɛ ¹¹ + t !a/e ³³	317	3775 3776	vulture	Kayah	lɛ¹¹ta³³	l ɛ ¹¹ + t e ³³	lɛ¹¹ta³³			l ɛ ¹¹ + t e ³³
1430	l !a/ɔ ¹¹ + t !a/ɔ ³³	317	3775 3776	vulture	Kayaw	la¹¹ta³³	l ɔ ¹¹ + t ɔ ³³	la¹¹ta³³			l ɔ ¹¹ + t ɔ ³³
1711	l !ɛ/a.ŋ ⁵⁵ + !t/tʰ a.ʔ ⁴⁵	317	3775 3776	vulture	NorthernPao	lɛŋ⁵⁵taɁ⁴⁵	l a ŋ ⁵⁵ + tʰ a ʔ ⁴⁵	lɛŋ⁵⁵taɁ⁴⁵			l a.ŋ ⁵⁵ + tʰ a.ʔ ⁴⁵
1992	l ɛ̃ ³⁵ + k a.ʔ ²¹ + tʰ a.ʔ ²¹	317	3775 3777 3776	vulture	NorthernPwo	lɛ̃³⁵kaɁ²¹thaɁ²¹	l ɛ̃ ³⁵ + k a ʔ ²¹ + tʰ a ʔ ²¹	lɛ̃³⁵kaɁ²¹thaɁ²¹			l ɛ̃ ³⁵ + k a.ʔ ²¹ + tʰ a.ʔ ²¹
2301	l !ɔ/ɔ̃ ³³ + k ə ¹¹ + t a.ʔ ²¹	317	3775 3777 3776	vulture	NorthernSgaw	lɔ³³kə¹¹taɁ²¹	l ɔ̃ ³³ + k ə ¹¹ + t a ʔ ²¹	lɔ³³kə¹¹taɁ²¹			l ɔ̃ ³³ + k ə ¹¹ + t a.ʔ ²¹
2569	l !ɔ/a.ŋ ³³ + t a.ʔ ⁴⁵	317	3775 3776	vulture	SouthernPao	lɔŋ³³taɁ⁴⁵	l a ŋ ³³ + t a ʔ ⁴⁵	lɔŋ³³taɁ⁴⁵			l a.ŋ ³³ + t a.ʔ ⁴⁵
2865	l ɔ̃ ⁵³ + k a.ʔ ²¹ + tʰ a.ʔ ⁴⁵	317	3775 3777 3776	vulture	SouthernPwo	lɔ̃⁵³kaɁ²¹thaɁ⁴⁵	l ɔ̃ ⁵³ + k a ʔ ²¹ + tʰ a ʔ ⁴⁵	lɔ̃⁵³kaɁ²¹thaɁ⁴⁵			l ɔ̃ ⁵³ + k a.ʔ ²¹ + tʰ a.ʔ ⁴⁵
3163	l ɔ ³³ + k ə ¹¹ + t a.!Ø/ʔ Ø/ɦ.¹¹	317	3775 3777 3776	vulture	SouthernSgaw	lɔ³³kə¹¹_ta¹¹̈	l ɔ ³³ + k ə ¹¹ + t a ʔ ɦ ¹¹	lɔ³³kə¹¹ ta¹¹ ̈			l ɔ ³³ + k ə ¹¹ + t a.ʔ ɦ.¹¹
3418	l !ə/a ³³ + d a ⁵⁵	317	3775 3776	vulture	WesternBwe	lə³³da⁵⁵	l a ³³ + d a ⁵⁵	lə³³da⁵⁵			l a ³³ + d a ⁵⁵
327	j Ø/ə Ø/⁰ + ˀd e ᴬ/⁵⁵	318	3804 2413	waist	ProtoKaren	*j-Ɂdeᴬ	j ə ⁰ + ˀd e ⁵⁵	*j-Ɂdeᴬ	waist/ja navel		j ə ⁰ + ˀd e ⁵⁵
1712	d e ɦ.³¹	318	2413	waist	NorthernPao	~de³¹̈	d e ɦ ³¹	~de³¹ ̈	navel		d e ɦ.³¹
1993	j a ¹¹ + d i ⁵⁵	318	3804 2413	waist	NorthernPwo	ja¹¹_di⁵⁵	j a ¹¹ + d i ⁵⁵	ja¹¹ di⁵⁵	waist/ja navel		j a ¹¹ + d i ⁵⁵
2302	j ɔ ¹¹ + d e ³³	318	3804 2413	waist	NorthernSgaw	jɔ¹¹_de³³	j ɔ ¹¹ + d e ³³	jɔ¹¹ de³³	waist/ja navel		j ɔ ¹¹ + d e ³³
2570	d e ɦ.³¹	318	2413	waist	SouthernPao	~de³¹̈	d e ɦ ³¹	~de³¹ ̈	navel		d e ɦ.³¹
2866	j ɑ̃ ³³ + d i ɦ.³¹	318	3804 2413	waist	SouthernPwo	jɑ̃³³di³¹̈	j ɑ̃ ³³ + d i ɦ ³¹	jɑ̃³³di³¹ ̈	waist/ja navel		j ɑ̃ ³³ + d i ɦ.³¹
3164	j ɔ ³¹ + d e ⁵⁵	318	3804 2413	waist	SouthernSgaw	jɔ³¹de⁵⁵	j ɔ ³¹ + d e ⁵⁵	jɔ³¹de⁵⁵	waist/ja navel		j ɔ ³¹ + d e ⁵⁵
3419	j a ³³ + !d/ɗ !e/i !¹¹/⁵⁵	318	3804 2413	waist	WesternBwe	ja³³de¹¹	j a ³³ + ɗ i ⁵⁵	ja³³de¹¹	waist/ja navel		j a ³³ + ɗ i ⁵⁵
329	l a.m ᴬ/⁵⁵	320	3818	warm	ProtoKaren	*lamᴬ	l a m ⁵⁵	*lamᴬ			l a.m ⁵⁵
827	l e ¹¹	320	3818	warm	Kayah	le¹¹	l e ¹¹	le¹¹			l e ¹¹
1119	l a.!Ø/ŋ ³³	320	3818	warm	Kayan	la³³	l a ŋ ³³	la³³			l a.ŋ ³³
1432	l !a/ɔ ³³	320	3818	warm	Kayaw	la³³	l ɔ ³³	la³³			l ɔ ³³
1995	l !a/ã ⁵⁵	320	3818	warm	NorthernPwo	la⁵⁵	l ã ⁵⁵	la⁵⁵			l ã ⁵⁵
2304	k ə ¹¹ + l !ə/ɔ̃ ³³	320	3819 3818	warm	NorthernSgaw	kə¹¹lə³³	k ə ¹¹ + l ɔ̃ ³³	kə¹¹lə³³			k ə ¹¹ + l ɔ̃ ³³
2571	l a.m ⁵³	320	3818	warm	SouthernPao	lam⁵³	l a m ⁵³	lam⁵³			l a.m ⁵³
2868	l !ə/ɔ̃ Ø/ɦ.³¹	320	3818	warm	SouthernPwo	lə³¹̈	l ɔ̃ ɦ ³¹	lə³¹ ̈			l ɔ̃ ɦ.³¹
3166	l !ə/ɔ ³³	320	3818	warm	SouthernSgaw	lə³³	l ɔ ³³	lə³³			l ɔ ³³
3420	l ɛ ³³	320	3818	warm	WesternBwe	lɛ³³	l ɛ ³³	lɛ³³			l ɛ ³³
328	tʰ u.ʔ/ʔ̚ ᴰ/⁵¹	319	3831	wart	ProtoKaren	*thuɁᴰ	tʰ u ʔ̚ ⁵¹	*thuɁᴰ			tʰ u.ʔ̚ ⁵¹
826	tʰ ɨ ⁵⁵	319	3831	wart	Kayah	thɨ⁵⁵	tʰ ɨ ⁵⁵	thɨ⁵⁵			tʰ ɨ ⁵⁵
1431	tʰ ɨ ³³	319	3831	wart	Kayaw	thɨ³³	tʰ ɨ ³³	thɨ³³			tʰ ɨ ³³
1994	tʰ au.ʔ ⁴⁵	319	3831	wart	NorthernPwo	thauɁ⁴⁵	tʰ au ʔ ⁴⁵	thauɁ⁴⁵			tʰ au.ʔ ⁴⁵
2303	tʰ u.ʔ ⁴⁵	319	3831	wart	NorthernSgaw	thuɁ⁴⁵	tʰ u ʔ ⁴⁵	thuɁ⁴⁵			tʰ u.ʔ ⁴⁵
2867	tʰ ɔu.ʔ ³¹	319	3831	wart	SouthernPwo	thɔuɁ³¹	tʰ ɔu ʔ ³¹	thɔuɁ³¹			tʰ ɔu.ʔ ³¹
3165	tʰ ɔu.ʔ ²¹	319	3831	wart	SouthernSgaw	thɔuɁ²¹	tʰ ɔu ʔ ²¹	thɔuɁ²¹			tʰ ɔu.ʔ ²¹
331	cʰ.r ou ᴮ/¹¹	322	3839	wash (clothes)	ProtoKaren	*chrowᴮ	cʰ r ou ¹¹	*chrowᴮ			cʰ.r ou ¹¹
829	cʰ o ¹¹	322	3839	wash (clothes)	Kayah	cho¹¹	cʰ o ¹¹	cho¹¹			cʰ o ¹¹
1121	cʰ u ¹¹	322	3839	wash (clothes)	Kayan	chu¹¹	cʰ u ¹¹	chu¹¹			cʰ u ¹¹
1434	cʰ u ¹¹	322	3839	wash (clothes)	Kayaw	chu¹¹	cʰ u ¹¹	chu¹¹			cʰ u ¹¹
1714	p a.ʔ ²¹ + cʰ u ⁵⁵	322	3840 3839	wash (clothes)	NorthernPao	paɁ²¹chu⁵⁵	p a ʔ ²¹ + cʰ u ⁵⁵	paɁ²¹chu⁵⁵			p a.ʔ ²¹ + cʰ u ⁵⁵
2306	cʰ.ɣ ɨ̃/ɨ ³¹	322	3839	wash (clothes)	NorthernSgaw	chɣɨ³¹῀	cʰ ɣ ɨ ³¹	chɣɨ³¹῀			cʰ.ɣ ɨ ³¹
